,PAR1006-T1-P01-17.3843-T1-FF1,PAR1006-T1-P01-17.3843-T1-FF2,PAR1006-T1-P01-17.12254-T1-FF3,PAR1006-T1-P01-17.3844-T1-FF1,PAR1006-T1-P01-17.3844-T1-FF2,PAR1006-T1-P01-17.3844-T1-FF3,PAR1006-T1-P01-17.3845-T1-FF1,PAR1006-T1-P01-17.3846-T1-FF1,PAR1006-T1-P01-17.3822-T1-FF1,PAR1006-T1-P01-17.3822-T1-FF2,PAR1006-T1-P01-17.3822-T1-FF3,PAR1006-T1-P01-17.3823-T1-FF1,PAR1006-T1-P01-17.3823-T1-FF2,PAR1006-T1-P01-17.3823-T1-FF3,PAR1006-T1-P01-17.3824-T1-FF1,PAR1006-T1-P01-17.3825-T1-FF1,PAR1006-T1-P01-17.3837-T1-FF1,PAR1006-T1-P01-17.3826-T1-FF1,PAR1006-T1-P01-17.3840-T1-FF2,PAR1006-T1-P01-17.3840-T1-FF3,PAR1006-T1-P01-17.3841-T1-FF1,PAR1006-T1-P01-17.12254-T1-FF1,PAR1006-T1-P01-17.12254-T1-FF2,PAR1006-T1-P01-17.3843-T1-FF3,PAR1006-T1-P01-17.12239-T1-FF1,PAR1006-T1-P01-17.12240-T1-FF2,PAR1006-T1-P01-17.12241-T1-FF1,PAR1006-T1-P01-17.12241-T1-FF2,PAR1006-T1-P01-17.12241-T1-FF3,PAR1006-T1-P01-17.12243-T1-FF1,PAR1006-T1-P01-17.12243-T1-FF2,PAR1006-T1-P01-17.12243-T1-FF3,PAR1006-T1-P01-17.12229-T1-FF1,PAR1006-T1-P01-17.12229-T1-FF2,PAR1006-T1-P01-17.12229-T1-FF3,PAR1006-T1-P01-17.12230-T1-FF2,PAR1006-T1-P01-17.12231-T1-FF1,PAR1006-T1-P01-17.12232-T1-FF1,PAR1006-T1-P01-17.12232-T1-FF2,PAR1006-T1-P01-17.12232-T1-FF3,PAR1006-T1-P01-17.12233-T1-FF2,PAR1006-T1-P01-17.40984-T1-FF1,PAR1006-T1-P01-17.40985-T1-FF1,PAR1006-T1-P01-17.40986-T1-FF1,PAR1006-T1-P01-17.40999-T1-FF1,PAR1006-T1-P01-17.40999-T1-FF2,PAR1006-T1-P01-17.40999-T1-FF3,PAR1006-T1-P01-17.41000-T1-FF1,PAR1006-T1-P01-17.41000-T1-FF2,PAR1006-T1-P01-17.41000-T1-FF4,PAR1006-T1-P01-17.41002-T1-FF1,PAR1006-T1-P02-17.40974-T1-FF1,PAR1006-T1-P02-17.41005-T1-FF1,PAR1006-T1-P02-17.40978-T1-FF1,PAR1006-T1-P02-17.40973-T1-FF1,PAR1006-T1-P02-17.40973-T1-FF2,PAR1006-T1-P02-17.40973-T1-FF3,PAR1006-T1-P02-17.41007-T1-FF1,PAR1006-T1-P02-17.41007-T1-FF2,PAR1006-T1-P02-17.41007-T1-FF3,PAR1006-T1-P02-17.40979-T1-FF1,PAR1006-T1-P02-17.41004-T1-FF1,PAR1006-T1-P02-17.41004-T1-FF2,PAR1006-T1-P02-17.41004-T1-FF3,PAR1006-T1-P02-17.40981-T1-FF1,PAR1006-T1-P02-17.40981-T1-FF2,PAR1006-T1-P02-17.40981-T1-FF3,PAR1006-T1-P02-17.40982-T1-FF1,PAR1006-T1-P02-17.41003-T1-FF1,PAR1006-T1-P02-17.41003-T1-FF2,PAR1006-T1-P02-17.41003-T1-FF3,PAR1006-T1-P02-17.41006-T1-FF1,PAR1006-T1-P02-17.41006-T1-FF2,PAR1006-T1-P02-17.41006-T1-FF3,PAR1006-T1-P01-17.40998-T1-FF1,PAR1006-T1-P01-17.40998-T1-FF2,PAR1006-T1-P01-17.40998-T1-FF3,PAR1006-T1-P01-17.41001-T1-FF1,PAR1006-T1-P01-17.40975-T1-FF1,PAR1006-T1-P01-17.40987-T1-FF1,PAR1006-T1-P01-17.40987-T1-FF2,PAR1006-T1-P01-17.40987-T1-FF3,PAR1040-T1-P01-17.44975-T1-FF1,PAR1040-T1-P01-17.44976-T1-FF1,PAR1040-T1-P01-17.44977-T1-FF1,PAR1040-T1-P01-17.44978-T1-FF1,PAR1040-T1-P01-17.44979-T1-FF1,PAR1040-T1-P01-17.45010-T1-FF1,PAR1040-T1-P01-17.45012-T1-FF1,PAR1040-T1-P01-17.45013-T1-FF1,PAR1040-T1-P01-17.45014-T1-FF1,PAR1040-T1-P01-17.45015-T1-FF1,PAR1040-T1-P01-17.45016-T1-FF1,PAR1040-T1-P01-17.45017-T1-FF1,PAR1040-T1-P01-17.45018-T1-FF1,PAR1040-T1-P01-17.45019-T1-FF1,PAR1040-T1-P01-17.44980-T1-FF1,PAR1040-T1-P01-17.44981-T1-FF1,PAR1040-T1-P01-17.44982-T1-FF1,PAR1040-T1-P01-17.44983-T1-FF1,PAR1040-T1-P01-17.44984-T1-FF1,PAR1040-T1-P01-17.44985-T1-FF1,PAR1040-T1-P01-17.44986-T1-FF1,PAR1040-T1-P01-17.44988-T1-FF1,PAR1040-T1-P01-17.44989-T1-FF1,PAR1040-T1-P01-17.44990-T1-FF1,PAR1040-T1-P01-17.44991-T1-FF1,PAR1040-T1-P01-17.44992-T1-FF1,PAR1040-T1-P01-17.44993-T1-FF1,PAR1040-T1-P01-17.44994-T1-FF1,PAR1022-T1-P02-18.18251-T1-FF1,PAR1022-T1-P02-18.18252-T1-FF1,PAR1022-T1-P02-18.18253-T1-FF1,PAR1022-T1-P02-18.18254-T1-FF1,PAR1022-T1-P02-18.18255-T1-FF1,PAR1022-T1-P02-18.18256-T1-FF1,PAR1022-T1-P02-18.18257-T1-FF1,PAR1022-T1-P02-18.18258-T1-FF1,PAR1022-T1-P02-18.18259-T1-FF1,PAR1022-T1-P02-18.18260-T1-FF1,PAR1022-T1-P02-18.18231-T1-FF1,PAR1022-T1-P02-18.18232-T1-FF1,PAR1022-T1-P02-18.18233-T1-FF1,PAR1022-T1-P02-18.18234-T1-FF1,PAR1022-T1-P02-18.18235-T1-FF1,PAR1022-T1-P02-18.18236-T1-FF1,PAR1022-T1-P02-18.18237-T1-FF2,PAR1022-T1-P02-18.18238-T1-FF2,PAR1022-T1-P02-18.18239-T1-FF1,PAR1022-T1-P02-18.18240-T1-FF1,PAR1022-T1-P02-18.18196-T1-FF1,PAR1022-T1-P02-18.18197-T1-FF1,PAR1022-T1-P02-18.18198-T1-FF1,PAR1022-T1-P02-18.18199-T1-FF1,PAR1022-T1-P02-18.18200-T1-FF1,PAR1022-T1-P02-18.18186-T1-FF1,PAR1022-T1-P02-18.18187-T1-FF1,PAR1022-T1-P02-18.18188-T1-FF1,PAR1022-T1-P02-18.18189-T1-FF1,PAR1022-T1-P02-18.18190-T1-FF1
HALLMARK_APOPTOSIS,0.245468391,0.004401717,-0.239621916,-0.131111635,0.013164944,0.10005533,-0.134889474,0.103605535,-0.444523935,-0.433048074,-0.0169437,-0.163072167,-0.298934585,-0.461043364,-0.213326005,-0.279912934,-0.023353426,-0.376454743,-0.208908574,-0.453197332,-0.249783107,0.056030166,-0.11353898,-0.416332947,-0.198009902,-0.455443747,0.041299071,-0.345628703,-0.258420681,-0.38691307,-0.143264748,-0.437813662,0.137071892,0.178451659,-0.020510742,-0.28080317,-0.213377195,0.041679812,0.08977929,-0.318862345,-0.214391489,-0.385375656,-0.126132104,-0.105944655,-0.207454464,-0.259374905,-0.142636209,-0.139514702,-0.466235203,-0.488166376,-0.126181578,-0.269925172,-0.042964752,-0.187383898,0.00193693,-0.401496188,0.026098698,-0.402225807,-0.161111246,-0.436253923,-0.253388306,-0.063217041,0.053396271,-0.439766911,-0.07249594,-0.453673452,-0.345080658,-0.058004421,-0.213170025,-0.326851406,-0.458473566,0.246792255,0.225863497,-0.126770912,0.100523769,-0.02467847,-0.026334958,-0.121766039,0.358512282,0.14331368,0.078921871,-0.004316101,0.048571867,-0.081461132,-0.047912896,-0.065283614,0.295470542,0.186273665,0.063090369,0.091541856,0.329009138,0.381178636,0.312165188,0.158916489,0.153422882,0.22690649,0.172793788,0.113134121,-0.085610093,0.216649927,0.264377274,0.425411689,-0.028496279,0.146183186,0.127357133,0.273474028,-0.072705839,-0.051552755,0.357567532,0.256294964,0.175625926,0.065626515,0.094083144,0.123286685,0.363631278,0.096573791,0.035725024,0.065163677,0.099706607,0.215340272,0.132784038,0.163292784,0.323617627,0.058892588,0.087395308,0.230311679,-0.161534602,0.109214721,0.310107179,0.065861536,0.123671522,0.231619437,0.250821865,0.211323379,0.165167982,0.246975068,-0.055311243,0.20322303,0.184584264,0.121536593
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.233973918,0.013912529,-0.362362372,-0.216506867,-0.182057756,-0.094125277,0.014154021,-0.075060258,-0.288889698,-0.262592337,0.36088245,-0.013236978,-0.223586232,-0.228414514,-0.058978656,-0.015335693,0.228016462,-0.26911273,-0.358329041,-0.441458552,-0.366202837,-0.190011626,-0.240159976,-0.422671042,-0.244413115,-0.322433674,0.421270598,-0.114393351,-0.177273458,-0.300392352,0.077756955,-0.314285983,-0.03282549,0.144813516,-0.193635146,-0.223341435,-0.070510899,-0.263881245,-0.053838977,-0.377536812,-0.378755935,-0.386819962,0.085153163,-0.224458304,-0.324357273,-0.378645365,-0.374036806,-0.118591507,-0.468980851,-0.462824269,-0.227734754,-0.030935116,-0.420875197,-0.370285261,-0.365050237,-0.480876576,-0.286055561,-0.463191895,-0.101841438,-0.41677702,-0.154387284,-0.489774026,-0.415498031,-0.46243755,-0.038227078,-0.435395474,-0.211722944,-0.066896929,-0.519795479,-0.464222214,-0.436246238,0.37635681,0.308551354,-0.26508285,-0.25799474,-0.226783597,-0.387959766,0.007075018,0.387979025,-0.317036506,-0.271234429,-0.478532137,0.190043419,-0.284760658,-0.242392707,0.113992471,0.306069455,0.377998779,0.343744998,-0.062522236,0.447633767,0.394694346,0.423017724,0.415391295,0.357983219,0.393539642,0.282865813,0.226193019,0.032246681,0.402205965,0.359242218,0.445718373,0.216098501,0.291832414,0.237551219,0.412916716,0.046901389,-0.083043337,0.449581707,0.314419419,0.273639358,0.020994724,0.098083639,0.212191388,0.423750622,-0.118907132,-0.024142376,0.046717635,0.06795775,0.353383498,-0.034923222,-0.066771882,0.364850771,0.026900278,-0.007800106,0.312709424,0.005879947,0.29445633,0.267802078,-0.058907921,-0.002034469,0.174037152,0.038369505,0.135258569,0.153058845,0.15263371,0.180824747,0.280035748,-0.158192116,0.289272081
